locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,dayshours,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location,,,,,
609699,Loma Linda,,9793000,OAKDALE AVE: RANKIN ST to INDUSTRIAL ST \ SELBY ST (2000 - 2129),2065 OAKDALE AVE,5318046,5318,46,15MFF-0001,REQUESTED,Tacos: Tortas: Burritos,6012486.475,2097210.889,37.7392448256,-122.3993528764,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0001&ExportPDF=1&Filename=15MFF-0001_schedule.pdf,We/Th/Fr:8AM-5PM,,,Jan  7 2015  1:02PM,0,,"(37.7392448394358, -122.399352876427)",,,,,
617520,Bomba,Truck,3527000,CALIFORNIA ST: BATTERY ST to SANSOME ST (300 - 399),345 CALIFORNIA ST,261017,261,17,15MFF-0003,REQUESTED,Sandwiches,6012567.025,2116641.83,37.7926023368,-122.400438865,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0003&ExportPDF=1&Filename=15MFF-0003_schedule.pdf,Tu/Th/Fr:11AM-3PM,,,Feb  5 2015  3:26PM,0,,"(37.7926023505608, -122.400438864941)",,,,,
617523,Bomba,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),220 SANSOME ST,2617617,2617,617,15MFF-0004,REQUESTED,Sandwiches,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0004&ExportPDF=1&Filename=15MFF-0004_schedule.pdf,Mo/We/Fr:11AM-3PM,,,Feb  5 2015  3:34PM,0,,,,,,,
623661,Julie's Hot Dogs,Truck,9124000,MISSION ST: 22ND ST to 23RD ST (2600 - 2699),2601 MISSION ST,3637069,3637,69,15MFF-0007,REQUESTED,Soda: chips: energy drinks: hot dogs: bacon-wrapped hot dogs: fruit: corn,6007206.1,2103081.156,37.7550675419,-122.4180261327,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0007&ExportPDF=1&Filename=15MFF-0007_schedule.pdf,Th/Fr/Sa:12PM-3AM,,,Feb 23 2015  3:33PM,0,,"(37.7550675557452, -122.41802613268)",,,,,
623663,Julie's Hot Dogs,Truck,9122001,MISSION ST: 20TH ST to CATHERINE CT (2400 - 2429),2401 MISSION ST,3610029,3610,29,15MFF-0008,APPROVED,Hot dogs: Bacon wrapped hot dogs: soda: water: sports drinks: energy drinks: chips,6007042.75,2104311.739,37.7584372444,-122.4186783082,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0008&ExportPDF=1&Filename=15MFF-0008_schedule.pdf,Su/Fr/Sa:12AM-3AM,Th/Fr/Sa:10PM-12AM,,03/24/2015 10:41:38 AM,Feb 23 2015  3:36PM,0,03/15/2016 12:00:00 AM,"(37.7584372581758, -122.418678308219)",,,,
624183,SF Cart Project,Truck,15019101,MISSION BAY BLVD SOUTH: 03RD ST \ MISSION BAY BLVD to 04TH ST \ MISSION BAY BLVD (501 - 599),535 MISSION BAY BLVD SOUTH,8711007,8711,7,15MFF-0010,APPROVED,7 Multiple Trucks on rotation (1 on Mission Bay Blvd South & 6 on 4th St).   Serving everything but hot dogs,6014983.88328,2108042.28534,37.7691244122,-122.3914749112,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0010&ExportPDF=1&Filename=15MFF-0010_schedule.pdf,Mo-Fr:10AM-3PM,,02/25/2015 02:11:36 PM,Feb 25 2015  1:52PM,0,03/15/2016 12:00:00 AM,"(37.7691244259594, -122.391474911236)",,,,,
624185,"Off the Grid Services, LLC",Truck,254000,04TH ST: HOWARD ST to CLEMENTINA ST (200 - 267),250 04TH ST,3733008,3733,8,15MFF-0011,APPROVED,everything except for hot dogs,6012012.497,2112922.911,37.782360121,-122.4020959946,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0011&ExportPDF=1&Filename=15MFF-0011_schedule.pdf,Mo/We:10AM-4PM,,02/25/2015 02:33:17 PM,Feb 25 2015  1:56PM,0,03/15/2016 12:00:00 AM,"(37.782360134796, -122.402095994553)",,,,,
624186,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,15MFF-0011,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.7992601135,-122.3996179487,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0011&ExportPDF=1&Filename=15MFF-0011_schedule.pdf,Fr:10AM-3PM,,02/25/2015 02:33:17 PM,Feb 25 2015  1:56PM,0,03/15/2016 12:00:00 AM,"(37.7992601272644, -122.399617948646)",,,,,
624187,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,15MFF-0011,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.7763271478,-122.3917968211,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0011&ExportPDF=1&Filename=15MFF-0011_schedule.pdf,Sa:11AM-4PM,Th:4PM-8PM,,02/25/2015 02:33:17 PM,Feb 25 2015  1:56PM,0,03/15/2016 12:00:00 AM,"(37.7763271615743, -122.391796821067)",,,,
624188,"Off the Grid Services, LLC",Truck,2953000,BERRY ST: 03RD ST to 04TH ST (100 - 199),185 BERRY ST,3803005,3803,5,15MFF-0012,APPROVED,everything except for hot dogs,6014943.869,2110666.298,37.7763271478,-122.3917968211,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0012&ExportPDF=1&Filename=15MFF-0012_schedule.pdf,Su:10AM-6PM,,02/25/2015 02:12:00 PM,Feb 25 2015  1:56PM,0,03/15/2016 12:00:00 AM,"(37.7763271615743, -122.391796821067)",,,,,
624189,"Off the Grid Services, LLC",Truck,307000,05TH ST: BLUXOME ST to TOWNSEND ST (650 - 699),670 05TH ST,3785002,3785,2,15MFF-0013,APPROVED,Everything,6013152.64,2110433.77,37.77558908,-122.3979769064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0013&ExportPDF=1&Filename=15MFF-0013_schedule.pdf,Mo/We/Fr:8AM-3PM,,02/25/2015 02:12:32 PM,Feb 25 2015  2:01PM,0,03/15/2016 12:00:00 AM,"(37.7755890937444, -122.397976906371)",,,,,
624190,"Off the Grid Services, LLC",Truck,3075000,BRANNAN ST: STANFORD ST to JACK LONDON ALY (324 - 353),340 BRANNAN ST,3775015,3775,15,15MFF-0013,APPROVED,Everything,6014566.387,2112472.164,37.781264686,-122.3932290415,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0013&ExportPDF=1&Filename=15MFF-0013_schedule.pdf,Tu/Th:8AM-3PM,,02/25/2015 02:12:32 PM,Feb 25 2015  2:01PM,0,03/15/2016 12:00:00 AM,"(37.7812646998024, -122.393229041528)",,,,,
624191,"Off the Grid Services, LLC",Truck,3143000,BROADWAY: DAVIS ST to FRONT ST (50 - 99),90 BROADWAY,140007,140,7,15MFF-0014,APPROVED,everything except for hot dogs,6012853.387,2119060.762,37.7992601135,-122.3996179487,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0014&ExportPDF=1&Filename=15MFF-0014_schedule.pdf,Mo/We/Fr:10AM-3PM,,02/25/2015 02:34:35 PM,Feb 25 2015  2:01PM,0,03/15/2016 12:00:00 AM,"(37.7992601272644, -122.399617948646)",,,,,
624243,"Slider Shack, LLC.",Truck,7032000,HOWARD ST: FREMONT ST to 01ST ST (400 - 499),400 HOWARD ST,3720008,3720,8,15MFF-0016,REQUESTED,Sliders: Tater Tots: Beverages,6013858.05956,2115347.09492,37.7891192077,-122.3958810393,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0016&ExportPDF=1&Filename=15MFF-0016_schedule.pdf,Mo/Th/Fr:10AM-3PM,,,Feb 26 2015  9:01AM,0,03/15/2015 12:00:00 AM,"(37.7891192214396, -122.395881039325)",,,,,
624244,"Slider Shack, LLC.",Truck,12044000,SPEAR ST: MARKET ST to MISSION ST (1 - 99),60 SPEAR ST,3712023,3712,23,15MFF-0016,REQUESTED,Sliders: Tater Tots: Beverages,6014255.311,2116583.43,37.7925359884,-122.3945931992,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0016&ExportPDF=1&Filename=15MFF-0016_schedule.pdf,Tu/We:10AM-3PM,,,Feb 26 2015  9:01AM,0,03/15/2015 12:00:00 AM,"(37.7925360021997, -122.394593199225)",,,,,
625663,El Gallo Jiro,Truck,1260000,23RD ST: TREAT AVE to FOLSOM ST (3052 - 3099),3055 23RD ST,3640039,3640,39,15MFF-0017,REQUESTED,Burritos: Giros: Tortas: Quesadillas: Tacos & Various Beverages,6008556.964,2102638.387,37.7539277357,-122.4133231296,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0017&ExportPDF=1&Filename=15MFF-0017_schedule.pdf,Mo/Tu/We/Th/Fr:10AM-6PM,,,Feb 26 2015 12:08PM,1,03/15/2016 12:00:00 AM,"(37.7539277495326, -122.413323129608)",,,,,
625745,Celtic Catering,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,15MFF-0018,APPROVED,Eritrean & Irish Fusion Burgers: Irish Stew: Eritrean Stew:  Shepard's Pie: Beverages,6012325.432,2116569.355,37.792389862,-122.4012696952,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0018&ExportPDF=1&Filename=15MFF-0018_schedule.pdf,We:10AM-3PM,,02/26/2015 02:37:08 PM,Feb 26 2015  2:29PM,0,03/15/2016 12:00:00 AM,"(37.792389875752, -122.401269695226)",,,,,
625746,Celtic Catering,Truck,138000,02ND ST: FOLSOM ST to DOW PL (300 - 353),611 FOLSOM ST,3750 087,3750,87,15MFF-0018,APPROVED,Eritrean & Irish Fusion Burgers: Irish Stew: Eritrean Stew:  Shepard's Pie: Beverages,6013638.205,2113844.023,37.7849798871,-122.3965363098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0018&ExportPDF=1&Filename=15MFF-0018_schedule.pdf,Tu/Th:10AM-3PM,,02/26/2015 02:37:08 PM,Feb 26 2015  2:29PM,0,03/15/2016 12:00:00 AM,"(37.7849799008494, -122.396536309744)",,,,,
625795,Leo's Hot Dogs,Push Cart,9121000,MISSION ST: 19TH ST to 20TH ST (2300 - 2399),2301 MISSION ST,3595031,3595,31,15MFF-0019,APPROVED,Hot dogs and related toppings: non alcoholic beverages,6007018.02,2104913.057,37.760086932,-122.4188064811,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0019&ExportPDF=1&Filename=15MFF-0019_schedule.pdf,Mo-Su:6PM-12AM,,03/26/2015 07:58:01 AM,Feb 27 2015  8:30AM,1,03/15/2016 12:00:00 AM,"(37.7600869457871, -122.418806481091)",,,,,
626000,Golden Catering,Truck,2825101,BAY SHORE BLVD: LELAND AVE to VISITACION AVE (2401 - 2499) -- EAST --,2401 BAY SHORE BLVD,5087003A,5087,003A,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6011284.798,2086924.615,37.710933793,-122.402784538,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,Mo-Fr:10AM-11AM,,02/27/2015 03:30:52 PM,Feb 27 2015  3:23PM,1,03/15/2016 12:00:00 AM,"(37.7109338068287, -122.402784538)",,,,,
626001,Golden Catering,Truck,5372202,EXECUTIVE PARK BLVD: EMERALD COVE WAY to CANDLESTICK COVE WAY (101 - 137),101 EXECUTIVE PARK BLVD,4991241,4991,241,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,Mo-Su:10AM-11AM,,02/27/2015 03:30:52 PM,Feb 27 2015  3:23PM,1,03/15/2016 12:00:00 AM,,,,,,
626002,Golden Catering,Truck,5374000,EXECUTIVE PARK BLVD: CRESCENT WAY to HARNEY WAY (300 - 399),301 EXECUTIVE PARK BLVD,4991240,4991,240,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6014982.64302,2087104.0558,37.7116322812,-122.3900163336,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,Mo-Su:10AM-11AM,,02/27/2015 03:30:52 PM,Feb 27 2015  3:23PM,1,03/15/2016 12:00:00 AM,"(37.711632295042, -122.390016333627)",,,,,
626003,Golden Catering,Truck,7428000,JAMESTOWN AVE: GRIFFITH ST to CORONADO ST (800 - 850),835 JAMESTOWN AVE,4991277,4991,277,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6014385.405,2089134.434,37.7171741618,-122.3922224746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,Mo-Su:10AM-11AM,,02/27/2015 03:30:52 PM,Feb 27 2015  3:23PM,1,03/15/2016 12:00:00 AM,"(37.7171741756453, -122.392222474614)",,,,,
626004,Golden Catering,Truck,4494000,CRESCENT AVE: ANDERSON ST to ELLSWORTH ST (600 - 699),601 CRESCENT AVE,5741016,5741,16,15MFF-0020,APPROVED,Cold Truck: Pre-packaged Sandwiches: Various Beverages: Salads: Snacks,6007810.618,2095762.19,37.7350052991,-122.4154174097,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0020&ExportPDF=1&Filename=15MFF-0020_schedule.pdf,Mo/Tu/We/Th/Fr:11AM-12PM,,02/27/2015 03:30:52 PM,Feb 27 2015  3:23PM,1,03/15/2016 12:00:00 AM,"(37.7350053129528, -122.415417409735)",,,,,
626058,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2890 03RD ST,4246003,4246,3,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015821.245,2102192.556,37.7531087499,-122.3881702021,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:6AM-9AM/12PM-1PM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7531087636781, -122.388170202056)",,,,,
626059,F & C Catering,Truck,9058000,MINNESOTA ST: 23RD ST to 24TH ST (1200 - 1299),1275 MINNESOTA ST,4229004,4229,4,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015479.602,2102615.711,37.7542517089,-122.3893812289,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:9AM-10AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7542517226994, -122.38938122887)",,,,,
626060,F & C Catering,Truck,379000,07TH ST: BERRY ST to CHANNEL ST (851 - 999),900 07TH ST,3807001,3807,1,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6012496.24,2108349.269,37.7698289337,-122.400101143,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:9AM-10AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7698289474925, -122.400101143033)",,,,,
626061,F & C Catering,Truck,3076000,BRANNAN ST: JACK LONDON ALY to 03RD ST (350 - 399),355 BRANNAN ST,3788024A,3788,024A,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6014670.894,2112213.771,37.7805610027,-122.392849413,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:9AM-10AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7805610164563, -122.392849413014)",,,,,
626062,F & C Catering,Truck,12664000,TOWNSEND ST: 05TH ST to 06TH ST (400 - 499),444 TOWNSEND ST,3785004A,3785,004A,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6012987.023,2110175.723,37.7748713162,-122.3985317083,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:10AM-11AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7748713300246, -122.398531708266)",,,,,
626063,F & C Catering,Truck,193201,03RD ST: 24TH ST to 25TH ST (2800 - 2898) -- WEST --,2800 03RD ST,4246001,4246,1,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015771.139,2102415.24,37.7537174169,-122.388359021,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:10AM-11AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7537174307084, -122.388359021034)",,,,,
626064,F & C Catering,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,4167003,4167,3,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6014175.628,2103109.247,37.7555344716,-122.3939252775,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo/Tu/We/Th:10AM-11AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7555344854083, -122.393925277529)",,,,,
626065,F & C Catering,Truck,9056000,MINNESOTA ST: 20TH ST to 22ND ST (800 - 999),900 MINNESOTA ST,4106001A,4106,001A,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:10AM-11AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,,,,,,
626066,F & C Catering,Truck,12491000,TENNESSEE ST: END to 26TH ST (1500 - 1599),1500 TENNESSEE ST,4294012,4294,12,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6015520.523,2101882.84,37.7522416685,-122.3891885426,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:8AM-10AM/10AM-11AM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.752241682288, -122.38918854258)",,,,,
626067,F & C Catering,Truck,5329000,EVANS AVE: HUNTERS POINT BLVD to JENNINGS ST \ MIDDLE POINT RD (1031 - 1099),1000 EVANS AVE,4580002,4580,2,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6019061.11822,2096525.4056,37.7377268666,-122.3765729146,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:8AM-10AM/11AM-12PM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7377268804175, -122.376572914563)",,,,,
626068,F & C Catering,Truck,5333201,EVANS AVE: NEWHALL ST to 03RD ST (1500 - 1578) -- NORTH --,1550 EVANS AVE,5203035,5203,35,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6016150.748,2098500.68,37.7429898748,-122.3867732672,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:11AM-12PM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.742989888592, -122.386773267166)",,,,,
626069,F & C Catering,Truck,0,,Assessors Block /Lot,,,,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:12PM-1PM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,,,,,,
626070,F & C Catering,Truck,1403000,25TH ST: MICHIGAN ST to ILLINOIS ST (700 - 799),700 25TH ST,4244004,4244,4,15MFF-0021,REQUESTED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6016344.255,2102281.09,37.75338081,-122.3863676859,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0021&ExportPDF=1&Filename=15MFF-0021_schedule.pdf,Mo-Fr:12PM-1PM,,,Mar  2 2015 10:05AM,1,03/15/2016 12:00:00 AM,"(37.7533808237814, -122.386367685847)",,,,,
626189,Taza Halal Cart,Push Cart,8742101,MARKET ST: 01ST ST \ BUSH ST to 02ND ST (501 - 599) -- SOUTH --,555 MARKET ST,3708057,3708,57,15MFF-0024,REQUESTED,Chicken gyro: lamb gyro: chicken gyro plate:lamb gyro plate: combination gyro plate,6012693.864,2115651.384,37.7898898782,-122.3999304114,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0024&ExportPDF=1&Filename=15MFF-0024_schedule.pdf,Mo-We:10AM-9PM,,,Mar  2 2015  1:17PM,0,,"(37.789889891981, -122.399930411341)",,,,,
626192,Taza Halal Cart,Push Cart,8742203,MARKET ST: SUTTER ST to 02ND ST (560 - 574) -- NORTH --,572 MARKET ST,291013,291,13,15MFF-0026,REQUESTED,Gyro Sandwich: Chicken Sandwich: lamb over rice: chicken over rice: combination over rice,6012285.359,2115631.172,37.7898115977,-122.4013423893,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0026&ExportPDF=1&Filename=15MFF-0026_schedule.pdf,Mo-We:10AM-9PM,,,Mar  2 2015  1:26PM,0,,"(37.7898116114903, -122.401342389324)",,,,,
626361,Tacos El Ojo De Agua,Truck,177000,03RD ST: SOUTH PARK to VARNEY PL (548 - 586),551 03RD ST,3775025,3775,25,15MFF-0027,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Salads: Soup: Fruits: Juices: Soda: Water,6014157.282,2112255.562,37.78064721,-122.3946291817,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0027&ExportPDF=1&Filename=15MFF-0027_schedule.pdf,Mo-Fr:9AM-4PM,,05/26/2015 01:47:27 PM,Mar  3 2015 11:09AM,0,03/15/2016 12:00:00 AM,"(37.7806472238285, -122.394629181652)",,,,,
626838,Two G's Catering,Truck,185105,03RD ST: SOUTH ST to 16TH ST (1601 - 1799) -- EAST --,1799 03RD ST,8722001,8722,1,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6016110.001,2107608.418,37.7679955457,-122.3875494265,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:6AM-7AM,,06/12/2015 10:54:05 AM,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.767995559478, -122.387549426537)",,,,,
626839,Two G's Catering,Truck,2954000,BERRY ST: 04TH ST to 05TH ST (200 - 299),201 BERRY ST,8708003,8708,3,15MFF-0028,APPROVED,Cold Truck: Hot & Cold Sandwiches: Bagels: Burritos: Soups: Hot Dogs: Tacos: Pork Buns: BBQ Meat: Fruit: Various Beverages: Pasties: Pre-Packaged Snacks: Candy: Salads: Muffins: Scones: Brownies: Croissants: Energy Bars: Noodle Bowls,6014509.734,2110397.928,37.7755661544,-122.3932798423,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0028&ExportPDF=1&Filename=15MFF-0028_schedule.pdf,Mo-Fr:6AM-7AM,,06/12/2015 10:54:05 AM,Mar  4 2015 10:22AM,1,03/15/2016 12:00:00 AM,"(37.7755661681996, -122.393279842331)",,,,,
